cgpa,attendance,backlogs,internships,projects,certifications,aptitude_score,coding_score,technical_skills_score,communication_score,branch,skills,placement
7.23,59.99,2,4,3,8,61.74,39.5,73.86,50.77,CSE,JavaScript:Beginner;Machine Learning:Beginner;HTML:Intermediate;CSS:Advanced,1
5.09,72.77,0,1,3,6,91.47,97.61,74.12,69.2,MECH,HTML:Beginner;React:Beginner;Java:Advanced;CSS:Intermediate,1
7.05,82.17,3,3,4,5,60.89,38.03,87.59,65.76,IT,JavaScript:Intermediate;Java:Beginner;Data Science:Intermediate;SQL:Beginner,1
7.88,71.65,0,2,4,8,98.21,97.8,60.44,85.18,ECE,CSS:Intermediate;React:Advanced;HTML:Advanced;Java:Advanced;SQL:Intermediate,1
8.21,70.03,1,2,3,0,40.28,30.77,83.51,88.63,CIVIL,React:Beginner;C++:Intermediate;SQL:Intermediate,1
8.36,75.22,4,0,6,8,90.41,38.41,97.86,87.25,CIVIL,Java:Advanced;JavaScript:Intermediate;HTML:Intermediate,1
8.97,67.67,2,1,5,4,40.76,34.35,39.63,66.05,MECH,Python:Advanced;Java:Beginner;React:Intermediate,1
7.95,68.84,1,0,3,4,82.57,55.58,41.31,88.7,CIVIL,Data Science:Beginner;Python:Advanced;SQL:Beginner;CSS:Intermediate;JavaScript:Intermediate,1
6.24,71.62,3,1,1,3,97.45,46.16,37.5,64.19,EEE,React:Intermediate;Java:Advanced;C++:Advanced;CSS:Advanced;Data Science:Intermediate,0
8.14,63.9,0,0,2,4,40.94,99.42,86.67,87.21,MECH,Data Science:Intermediate;JavaScript:Advanced,1
8.85,97.97,0,2,0,4,85.93,61.54,49.83,73.18,EEE,C++:Beginner;HTML:Beginner;Java:Beginner;Machine Learning:Beginner;React:Intermediate,1
5.32,61.5,0,0,2,3,97.55,93.67,66.79,90.07,CIVIL,SQL:Intermediate;HTML:Intermediate;CSS:Intermediate;JavaScript:Beginner;C++:Beginner,1
9.68,68.63,0,1,0,8,78.62,59.97,79.23,46.87,ECE,HTML:Intermediate;Data Science:Beginner;Java:Beginner;CSS:Intermediate,1
9.13,60.55,1,0,2,0,38.24,39.64,92.12,87.12,MECH,Java:Advanced;React:Beginner;C++:Intermediate,0
9.34,78.11,2,0,2,6,45.67,51.5,91.54,78.9,IT,Java:Beginner;Data Science:Beginner;JavaScript:Intermediate;Python:Intermediate;CSS:Beginner,1
8.4,97.88,0,1,6,7,37.26,34.71,85.6,61.98,EEE,Data Science:Intermediate;C++:Advanced,1
5.14,65.38,2,0,0,6,53.71,77.43,49.06,58.24,CIVIL,JavaScript:Beginner;Java:Intermediate,0
8.37,55.9,2,0,1,1,35.68,97.1,69.62,91.17,EEE,C++:Beginner;SQL:Intermediate;Machine Learning:Intermediate;Python:Intermediate,0
7.87,80.46,3,2,3,2,84.53,65.33,64.96,67.0,EEE,SQL:Intermediate;Java:Advanced;HTML:Intermediate,1
8.79,57.98,0,1,5,4,41.48,45.06,52.6,99.87,IT,Python:Intermediate;CSS:Intermediate,1
8.23,59.32,0,2,5,4,63.65,37.79,46.96,82.23,MECH,Machine Learning:Advanced;JavaScript:Intermediate;Data Science:Intermediate,1
7.54,60.46,0,0,6,7,36.71,68.78,58.98,88.22,MECH,Data Science:Intermediate;Java:Advanced;Machine Learning:Intermediate,1
6.12,94.56,1,0,0,4,99.28,93.87,89.14,82.57,MECH,HTML:Intermediate;Data Science:Intermediate;JavaScript:Beginner;Java:Beginner;CSS:Beginner,1
7.04,89.26,0,1,4,2,67.23,55.29,53.74,83.33,CSE,CSS:Intermediate;Java:Intermediate;HTML:Intermediate;C++:Advanced,1
5.79,55.15,2,1,4,2,68.0,37.45,75.64,90.5,MECH,C++:Intermediate;SQL:Advanced;Data Science:Intermediate,0
8.69,61.75,0,2,6,2,99.47,30.15,46.54,48.01,ECE,Data Science:Advanced;Java:Intermediate;Python:Beginner;Machine Learning:Intermediate,1
9.82,87.72,1,0,1,3,84.42,91.67,75.69,69.34,ECE,CSS:Beginner;Java:Intermediate,1
9.53,70.62,2,1,4,4,63.61,92.34,57.09,66.28,CSE,Java:Intermediate;CSS:Intermediate;JavaScript:Advanced;HTML:Intermediate;Data Science:Intermediate,1
8.7,95.35,3,0,4,2,80.51,71.62,72.26,72.8,CSE,HTML:Advanced;CSS:Beginner,1
7.45,78.8,1,2,4,4,74.49,92.76,46.1,96.79,EEE,SQL:Intermediate;Machine Learning:Beginner;HTML:Beginner,1
9.89,64.6,0,0,6,6,52.54,74.5,40.43,44.16,EEE,React:Advanced;CSS:Intermediate,1
6.96,96.51,0,1,3,2,97.48,57.51,77.44,91.77,CSE,C++:Advanced;SQL:Beginner,1
5.05,75.43,3,1,2,6,57.94,98.44,54.15,50.05,CIVIL,Data Science:Intermediate;React:Beginner;Python:Beginner;SQL:Advanced,0
8.54,66.8,2,2,3,3,56.08,82.76,43.52,52.59,IT,C++:Intermediate;Data Science:Advanced;Python:Beginner,1
7.22,61.32,0,3,5,0,79.61,31.21,63.69,53.88,IT,HTML:Intermediate;SQL:Beginner;C++:Beginner,1
9.97,81.41,5,0,1,8,45.95,80.28,53.84,44.41,CIVIL,React:Advanced;CSS:Intermediate,0
5.29,88.34,1,0,1,0,74.54,53.73,79.76,86.04,EEE,Data Science:Advanced;CSS:Intermediate;SQL:Advanced;Java:Advanced,0
7.76,61.56,2,0,1,6,59.19,98.85,84.88,48.86,CIVIL,Machine Learning:Intermediate;HTML:Advanced;SQL:Intermediate;JavaScript:Intermediate;Python:Intermediate,1
7.58,74.86,3,2,6,3,57.96,90.25,78.86,84.5,CIVIL,C++:Intermediate;Java:Intermediate;Machine Learning:Intermediate;CSS:Beginner,1
6.22,84.3,1,2,3,5,89.37,75.09,38.61,59.54,EEE,CSS:Beginner;Java:Beginner;Data Science:Intermediate;C++:Intermediate;Machine Learning:Intermediate,1
8.69,95.64,0,1,3,4,64.89,80.61,67.26,40.38,CSE,HTML:Advanced;Data Science:Advanced;Machine Learning:Intermediate,1
8.43,72.5,2,1,0,0,68.87,33.15,56.46,58.62,MECH,HTML:Intermediate;Data Science:Beginner;Python:Intermediate;C++:Beginner,0
9.07,88.95,4,1,2,7,50.78,92.35,46.28,97.24,IT,CSS:Beginner;Python:Intermediate;Machine Learning:Intermediate;C++:Intermediate;HTML:Beginner,0
5.24,91.35,0,2,1,3,40.64,53.13,68.36,78.09,CIVIL,Data Science:Intermediate;Python:Intermediate;JavaScript:Intermediate;C++:Advanced;React:Intermediate,0
7.45,57.98,0,2,3,5,42.74,32.1,62.78,42.45,CSE,Machine Learning:Intermediate;JavaScript:Intermediate;React:Beginner;Data Science:Beginner;CSS:Beginner,1
8.91,96.4,0,2,1,5,36.9,40.19,83.5,56.64,MECH,SQL:Intermediate;C++:Beginner;JavaScript:Intermediate;React:Beginner,1
7.41,95.37,0,2,1,0,58.54,89.93,41.63,87.13,IT,HTML:Advanced;C++:Beginner;Python:Beginner;CSS:Advanced;Machine Learning:Intermediate,1
7.83,61.16,0,0,3,6,69.77,81.7,41.67,99.39,MECH,C++:Beginner;JavaScript:Beginner;Machine Learning:Advanced;Java:Intermediate;Data Science:Advanced,1
8.76,59.07,3,0,6,5,83.84,57.5,94.0,76.7,MECH,Python:Beginner;Java:Intermediate;C++:Beginner,1
5.49,85.68,3,2,1,4,93.9,76.83,35.28,98.24,MECH,React:Beginner;Java:Advanced,0
5.37,65.08,0,0,0,4,53.4,82.46,61.83,55.07,MECH,Java:Beginner;React:Advanced;Python:Intermediate,0
9.43,71.73,1,1,0,7,38.49,74.41,72.72,77.24,EEE,Machine Learning:Intermediate;Java:Intermediate;HTML:Advanced,1
7.99,81.37,2,0,3,4,99.95,45.25,76.09,48.73,ECE,Java:Advanced;CSS:Intermediate;React:Beginner;Python:Intermediate,1
6.34,85.21,4,0,5,7,87.67,99.71,37.87,73.79,EEE,JavaScript:Intermediate;Python:Intermediate;React:Intermediate;C++:Beginner;Machine Learning:Intermediate,0
9.67,65.15,4,1,2,1,51.29,74.45,70.8,47.51,ECE,Machine Learning:Intermediate;C++:Intermediate,0
6.77,68.51,2,1,1,4,39.1,42.7,71.71,77.29,CIVIL,JavaScript:Beginner;C++:Intermediate,0
6.27,78.96,1,1,6,5,97.74,74.43,65.57,73.66,CIVIL,C++:Advanced;Data Science:Beginner,1
7.65,95.43,0,2,0,2,85.01,47.51,65.6,62.46,ECE,C++:Intermediate;Machine Learning:Intermediate;React:Beginner;Python:Intermediate;JavaScript:Beginner,1
6.23,90.08,0,1,1,1,59.34,78.28,51.6,81.34,ECE,HTML:Beginner;JavaScript:Advanced;Data Science:Intermediate,1
6.4,86.06,0,1,1,5,41.46,78.0,70.39,98.67,ECE,HTML:Beginner;React:Beginner,1
5.95,87.2,1,0,1,3,61.57,71.15,57.1,97.24,ECE,C++:Beginner;JavaScript:Advanced,0
7.1,92.63,5,0,0,7,50.78,64.65,73.42,79.94,CSE,Machine Learning:Beginner;HTML:Advanced;Data Science:Intermediate;Python:Beginner;React:Beginner,0
5.55,97.08,4,0,5,5,54.0,85.49,86.13,61.28,EEE,Data Science:Advanced;HTML:Intermediate,0
6.31,73.32,0,0,2,5,96.56,86.21,97.19,92.57,MECH,CSS:Beginner;HTML:Intermediate;Data Science:Advanced;Machine Learning:Intermediate,1
5.17,93.1,4,1,6,0,61.81,88.98,50.04,82.43,CSE,Machine Learning:Beginner;CSS:Intermediate;SQL:Advanced,0
7.69,93.31,0,1,6,3,80.78,40.99,88.23,45.02,IT,C++:Intermediate;Java:Beginner,1
7.68,76.2,3,1,2,4,37.08,49.1,37.54,85.08,ECE,Data Science:Intermediate;Java:Advanced;JavaScript:Intermediate;C++:Beginner;Python:Advanced,0
8.09,88.16,0,2,0,8,57.6,98.9,50.38,48.96,EEE,Python:Beginner;Data Science:Intermediate;Machine Learning:Intermediate;Java:Intermediate,1
8.05,68.43,0,0,2,5,91.0,48.28,81.22,93.54,ECE,C++:Advanced;Machine Learning:Advanced;JavaScript:Advanced,1
9.55,81.13,2,0,4,2,70.04,46.23,43.22,94.48,MECH,JavaScript:Intermediate;Machine Learning:Intermediate,1
6.98,75.73,1,0,1,4,54.99,42.92,90.75,66.19,CIVIL,C++:Beginner;Machine Learning:Beginner;SQL:Beginner,0
7.34,81.99,0,1,1,2,69.1,92.25,94.37,90.31,IT,Machine Learning:Intermediate;SQL:Advanced;React:Beginner;C++:Advanced,1
8.35,88.08,0,0,5,1,59.87,32.71,65.59,51.97,EEE,React:Intermediate;JavaScript:Intermediate;Machine Learning:Beginner;Python:Beginner,1
8.98,64.2,1,1,3,4,45.67,43.83,62.56,76.35,ECE,Data Science:Advanced;CSS:Intermediate;JavaScript:Advanced;C++:Intermediate,1
5.36,98.34,0,0,5,6,40.77,79.98,83.28,42.87,IT,CSS:Beginner;React:Intermediate,1
6.92,65.16,0,0,3,3,81.29,48.85,95.23,74.58,CSE,Data Science:Intermediate;CSS:Beginner,1
8.93,93.47,0,1,1,5,83.81,44.55,37.3,88.59,CIVIL,Python:Beginner;Data Science:Advanced;React:Beginner;Java:Intermediate;SQL:Beginner,1
8.46,77.53,1,2,4,4,82.71,82.67,95.08,92.17,CSE,C++:Intermediate;React:Intermediate;JavaScript:Advanced;SQL:Advanced,1
8.0,95.23,3,1,5,1,70.83,43.55,50.45,81.18,IT,Data Science:Intermediate;C++:Intermediate,1
6.78,88.2,1,1,0,0,63.12,64.48,76.07,81.08,CIVIL,HTML:Beginner;JavaScript:Beginner;Java:Intermediate;Machine Learning:Advanced,0
9.55,97.17,1,0,4,6,64.23,82.36,79.39,76.76,ECE,CSS:Beginner;C++:Beginner;Data Science:Intermediate;React:Advanced;Machine Learning:Intermediate,1
6.71,93.23,2,0,2,7,80.98,60.48,82.7,97.93,ECE,CSS:Advanced;HTML:Beginner;React:Advanced;C++:Beginner;Java:Intermediate,1
5.6,71.58,1,0,4,4,55.69,44.64,88.02,79.48,CIVIL,HTML:Beginner;Machine Learning:Advanced;CSS:Intermediate,0
8.43,87.07,1,0,3,8,46.27,80.72,91.95,78.32,IT,C++:Intermediate;CSS:Intermediate;SQL:Advanced;Java:Intermediate,1
8.06,70.93,2,0,3,3,55.02,65.51,71.76,97.15,ECE,JavaScript:Intermediate;React:Advanced;HTML:Intermediate;SQL:Advanced,1
6.32,87.59,0,1,4,1,49.94,56.98,42.06,52.14,MECH,C++:Intermediate;Java:Advanced;Data Science:Intermediate;JavaScript:Advanced;React:Beginner,1
9.65,64.12,3,1,3,8,95.27,62.5,48.32,99.77,IT,Java:Beginner;C++:Beginner,1
8.82,60.03,0,1,3,0,47.76,32.3,77.89,75.59,EEE,React:Beginner;Python:Intermediate,1
7.56,89.97,1,0,0,6,41.53,79.36,68.88,51.42,MECH,Python:Beginner;JavaScript:Intermediate,1
8.82,89.42,1,1,5,7,36.93,57.35,47.14,43.67,CSE,C++:Intermediate;Python:Advanced;CSS:Intermediate;Java:Intermediate;React:Intermediate,1
9.73,72.49,0,4,4,2,94.85,63.61,73.79,87.7,CIVIL,Java:Advanced;Data Science:Intermediate;Python:Advanced,1
6.36,67.21,0,1,3,7,81.96,67.86,91.24,96.03,IT,SQL:Intermediate;Python:Beginner;CSS:Intermediate;HTML:Intermediate;C++:Beginner,1
8.72,80.75,1,1,5,7,52.4,95.23,95.39,46.89,CSE,Python:Beginner;SQL:Intermediate;Data Science:Intermediate;Java:Intermediate;HTML:Intermediate,1
8.17,93.07,0,0,1,4,79.65,46.53,50.5,49.0,CSE,React:Intermediate;CSS:Intermediate;Machine Learning:Intermediate,1
9.05,94.42,0,3,5,5,37.95,89.32,46.53,40.56,MECH,C++:Beginner;CSS:Advanced;Python:Advanced,1
8.88,87.96,1,2,1,0,95.61,31.67,70.2,78.16,CIVIL,SQL:Advanced;Python:Intermediate,1
7.41,57.08,0,0,2,1,85.74,97.66,94.37,67.41,EEE,React:Advanced;Machine Learning:Beginner;SQL:Intermediate,1
6.34,82.02,0,1,2,2,63.22,59.82,37.63,60.5,EEE,C++:Beginner;CSS:Intermediate;Java:Advanced,1
8.47,99.94,0,0,0,7,46.22,79.94,99.82,88.63,ECE,Java:Advanced;Machine Learning:Intermediate;React:Advanced;C++:Intermediate,1
9.35,82.89,0,2,1,3,64.97,47.78,51.6,40.56,EEE,Machine Learning:Advanced;C++:Advanced;Java:Beginner;JavaScript:Advanced,1
5.26,99.1,5,0,0,0,77.16,74.29,98.19,59.47,CIVIL,C++:Advanced;HTML:Intermediate;React:Beginner;Data Science:Intermediate,0
9.96,78.82,2,4,1,1,51.11,46.88,69.69,87.47,CIVIL,JavaScript:Intermediate;HTML:Advanced,1
8.99,78.85,0,1,4,0,44.69,31.37,84.95,86.18,EEE,Python:Beginner;CSS:Intermediate;JavaScript:Advanced;Java:Beginner,1
5.92,94.68,1,0,1,1,66.55,96.59,74.02,89.75,CSE,Java:Advanced;HTML:Beginner;CSS:Beginner;React:Intermediate,0
9.19,73.29,1,2,1,6,88.43,75.96,50.89,88.52,CSE,React:Intermediate;C++:Beginner;JavaScript:Beginner;Python:Beginner,1
6.87,80.82,0,4,1,6,65.2,30.75,53.02,47.07,ECE,Java:Intermediate;JavaScript:Advanced;HTML:Intermediate,1
6.58,66.52,2,1,0,1,98.9,58.13,93.03,52.35,CIVIL,C++:Beginner;Data Science:Beginner;Machine Learning:Intermediate,0
8.81,61.01,0,2,4,3,47.84,30.78,54.46,86.75,CIVIL,Data Science:Intermediate;C++:Intermediate;Python:Advanced;JavaScript:Intermediate;HTML:Advanced,1
5.26,58.73,0,0,4,1,42.21,94.9,42.97,48.51,ECE,Java:Advanced;Data Science:Advanced;CSS:Beginner,0
6.68,68.35,2,1,1,6,61.8,50.39,60.57,66.72,MECH,SQL:Beginner;Java:Intermediate;Machine Learning:Advanced;C++:Beginner;Data Science:Intermediate,0
5.79,90.33,2,0,3,6,61.22,97.57,59.92,42.26,IT,Python:Intermediate;SQL:Intermediate;JavaScript:Beginner;Data Science:Intermediate,0
5.7,89.65,3,1,1,2,77.42,65.93,73.77,86.02,CSE,HTML:Intermediate;C++:Intermediate;Python:Beginner,0
9.31,96.14,0,0,3,4,81.18,83.65,52.99,42.43,CIVIL,SQL:Intermediate;Data Science:Beginner;Java:Beginner;Python:Beginner;CSS:Beginner,1
5.33,84.15,1,0,5,7,52.93,87.94,35.41,80.14,IT,Java:Beginner;Machine Learning:Intermediate;SQL:Beginner;Data Science:Intermediate,0
6.4,56.97,0,0,5,2,72.64,35.74,64.36,47.7,IT,CSS:Beginner;Java:Beginner;JavaScript:Intermediate;Python:Advanced,1
6.14,64.77,1,1,5,8,40.25,37.63,36.01,42.56,CIVIL,C++:Advanced;React:Intermediate;Data Science:Intermediate;JavaScript:Advanced;CSS:Advanced,0
5.52,56.11,1,1,0,4,61.3,98.79,88.32,90.5,MECH,Data Science:Beginner;CSS:Beginner;Java:Beginner;JavaScript:Intermediate,0
5.61,94.01,2,1,3,4,54.56,95.54,84.18,57.85,IT,SQL:Advanced;HTML:Advanced;Python:Intermediate;C++:Intermediate;CSS:Advanced,1
9.03,99.87,0,1,2,7,78.51,64.24,87.61,89.23,IT,Java:Intermediate;Machine Learning:Intermediate;SQL:Beginner;CSS:Intermediate,1
7.93,61.99,0,0,1,4,48.37,96.01,56.29,96.67,EEE,CSS:Beginner;Data Science:Advanced;Machine Learning:Advanced;JavaScript:Beginner,1
5.86,57.49,0,0,0,2,71.5,66.57,64.79,41.78,CIVIL,JavaScript:Beginner;C++:Beginner;HTML:Beginner,0
7.99,73.45,1,0,4,4,90.28,64.92,61.8,80.55,ECE,CSS:Advanced;C++:Beginner,1
6.53,85.86,1,1,4,0,83.44,71.5,42.1,44.72,ECE,Java:Intermediate;Python:Intermediate;JavaScript:Intermediate;React:Beginner;Data Science:Intermediate,0
5.83,70.82,0,4,0,4,71.17,64.35,50.26,95.27,IT,Data Science:Beginner;Java:Beginner;Machine Learning:Beginner;JavaScript:Advanced;CSS:Advanced,1
6.21,69.31,1,0,2,7,66.22,40.66,55.98,76.2,EEE,React:Advanced;Python:Intermediate;JavaScript:Intermediate;Data Science:Advanced;C++:Advanced,0
5.22,97.2,0,0,0,7,47.46,32.23,76.71,63.32,EEE,Python:Intermediate;SQL:Beginner;JavaScript:Advanced;React:Intermediate,0
6.37,67.82,2,1,5,6,68.56,60.35,64.25,72.33,MECH,CSS:Beginner;Python:Intermediate;HTML:Advanced;SQL:Beginner,1
8.0,91.43,2,0,1,0,44.58,55.78,39.63,68.58,ECE,React:Advanced;HTML:Intermediate;JavaScript:Intermediate;Java:Intermediate;SQL:Beginner,0
5.75,94.91,2,2,0,2,59.73,72.18,64.97,55.6,MECH,C++:Advanced;Data Science:Intermediate;SQL:Beginner;Java:Intermediate,0
6.86,75.36,1,2,3,8,79.09,67.3,54.0,77.26,CIVIL,JavaScript:Beginner;CSS:Intermediate,1
7.74,94.37,0,1,0,7,78.07,46.86,48.76,85.2,CIVIL,Java:Advanced;HTML:Beginner,1
5.3,73.8,2,1,4,5,60.09,97.23,48.67,66.3,CSE,JavaScript:Advanced;Python:Intermediate;C++:Beginner,0
5.84,89.24,1,2,1,0,45.23,49.57,87.55,85.24,CSE,CSS:Advanced;HTML:Beginner;SQL:Intermediate;Data Science:Intermediate,1
7.52,74.16,0,2,5,1,64.41,46.84,71.3,40.75,CIVIL,JavaScript:Intermediate;C++:Beginner;SQL:Intermediate;Machine Learning:Intermediate;Java:Intermediate,1
8.8,66.67,3,1,5,1,91.44,41.63,54.05,62.66,ECE,SQL:Intermediate;Python:Intermediate,1
5.12,59.69,1,1,2,7,99.5,83.95,85.1,81.93,MECH,JavaScript:Intermediate;Java:Intermediate,1
9.87,90.17,1,2,0,8,37.73,37.38,75.95,92.25,ECE,React:Intermediate;CSS:Beginner;Machine Learning:Intermediate,1
7.63,77.57,2,0,2,4,36.58,74.21,79.72,42.03,CIVIL,HTML:Beginner;Data Science:Intermediate,0
8.17,64.41,4,1,2,6,50.16,42.95,94.88,68.45,IT,SQL:Intermediate;C++:Advanced;Python:Intermediate,0
6.06,55.99,1,0,5,0,59.39,74.82,85.13,77.39,MECH,Java:Beginner;Python:Beginner,0
6.73,65.37,1,1,5,5,67.0,83.2,70.83,67.35,CIVIL,C++:Beginner;Data Science:Intermediate;Python:Intermediate,1
6.46,55.98,2,0,6,5,97.22,55.29,85.23,84.84,IT,SQL:Intermediate;CSS:Intermediate;JavaScript:Intermediate,1
8.4,99.75,0,1,3,7,50.34,58.36,85.69,48.79,CSE,Python:Intermediate;HTML:Beginner;C++:Beginner;Data Science:Intermediate,1
5.94,71.97,0,1,3,6,61.9,96.68,35.1,99.84,CIVIL,JavaScript:Beginner;React:Advanced;C++:Beginner;HTML:Intermediate;Python:Advanced,1
8.13,58.03,0,3,2,1,40.04,83.65,78.76,59.8,ECE,Data Science:Intermediate;Java:Intermediate,1
9.66,91.23,0,1,2,8,96.9,39.92,50.46,73.32,EEE,HTML:Advanced;Python:Advanced,1
9.54,72.68,3,0,0,2,40.66,36.2,53.91,63.37,CIVIL,HTML:Advanced;React:Intermediate;Machine Learning:Advanced,0
7.1,91.18,0,0,5,2,64.74,54.76,47.13,55.35,EEE,Data Science:Beginner;C++:Intermediate,1
7.08,66.28,0,1,3,3,44.35,96.19,90.88,82.38,ECE,Machine Learning:Intermediate;HTML:Beginner;CSS:Intermediate,1
9.06,58.15,0,1,5,7,42.88,67.47,99.45,60.01,ECE,Python:Beginner;Java:Intermediate;SQL:Advanced;React:Intermediate;C++:Beginner,1
6.51,84.85,1,1,5,6,85.79,67.82,36.82,73.13,CIVIL,C++:Intermediate;React:Beginner;HTML:Advanced;CSS:Intermediate,1
5.66,56.73,5,3,3,0,75.07,36.37,38.31,64.44,ECE,JavaScript:Intermediate;SQL:Intermediate;HTML:Intermediate,0
5.32,75.34,2,1,6,6,44.18,73.01,83.34,83.87,EEE,Data Science:Beginner;C++:Intermediate;Machine Learning:Intermediate,1
8.82,76.09,1,0,1,6,88.52,87.52,71.6,64.86,MECH,HTML:Beginner;C++:Intermediate,1
7.27,61.59,0,1,0,0,62.62,39.1,48.96,44.68,CIVIL,Data Science:Intermediate;Machine Learning:Intermediate;HTML:Advanced;CSS:Intermediate;C++:Advanced,0
7.6,73.33,2,2,5,0,85.57,53.62,67.0,63.73,EEE,Machine Learning:Beginner;Java:Beginner,1
7.32,84.63,0,0,3,0,62.43,78.48,86.35,76.26,IT,React:Advanced;HTML:Intermediate,1
8.65,98.37,0,2,3,6,59.42,77.79,78.02,72.36,CIVIL,Java:Beginner;C++:Advanced;HTML:Advanced;React:Advanced,1
7.19,86.35,0,0,6,1,36.47,54.02,42.11,88.0,CIVIL,Machine Learning:Intermediate;C++:Intermediate;Data Science:Intermediate,1
7.19,70.67,1,2,6,8,96.45,94.42,49.64,79.32,IT,HTML:Beginner;React:Beginner;CSS:Intermediate,1
7.27,95.48,1,1,3,0,70.71,42.72,63.57,47.26,EEE,Java:Beginner;CSS:Advanced;JavaScript:Intermediate,1
5.82,76.02,0,2,3,0,63.7,99.22,71.46,67.47,CSE,Java:Beginner;SQL:Beginner;Data Science:Advanced,1
9.25,70.28,0,1,5,3,56.48,83.73,47.25,47.14,ECE,HTML:Advanced;Python:Intermediate;SQL:Beginner;React:Beginner,1
8.43,64.46,1,1,5,8,47.52,87.23,81.04,69.72,CIVIL,CSS:Intermediate;React:Intermediate;Python:Beginner,1
9.91,80.44,3,0,6,4,36.48,95.56,78.85,55.77,IT,JavaScript:Beginner;CSS:Beginner;Data Science:Advanced,1
7.4,95.36,1,0,0,6,39.99,71.67,44.95,93.37,IT,HTML:Intermediate;Machine Learning:Beginner,1
9.24,91.29,1,0,4,2,64.0,42.54,96.67,79.56,IT,SQL:Beginner;Python:Beginner;JavaScript:Beginner;HTML:Intermediate;CSS:Intermediate,1
8.65,81.83,0,0,6,5,71.63,61.01,63.92,75.98,CSE,JavaScript:Advanced;CSS:Advanced,1
9.71,56.21,2,2,1,8,74.45,43.21,60.46,78.77,IT,HTML:Intermediate;Java:Intermediate;JavaScript:Advanced;CSS:Advanced;SQL:Advanced,1
8.21,95.03,2,1,3,4,51.49,60.47,73.24,66.79,CIVIL,HTML:Beginner;JavaScript:Advanced;Data Science:Beginner;CSS:Beginner;SQL:Intermediate,1
8.95,65.32,0,0,6,4,93.58,85.68,63.25,68.3,CIVIL,SQL:Intermediate;CSS:Beginner;Java:Beginner,1
8.65,74.09,4,3,2,4,61.16,68.61,42.84,49.94,CIVIL,CSS:Beginner;Python:Intermediate;JavaScript:Beginner;C++:Beginner,0
5.3,80.95,0,0,5,4,91.76,64.26,97.38,88.8,CIVIL,C++:Intermediate;JavaScript:Advanced;CSS:Intermediate;SQL:Advanced,1
5.18,60.33,0,0,3,2,73.32,40.08,70.96,93.61,IT,Machine Learning:Advanced;HTML:Advanced;React:Beginner;CSS:Intermediate,0
8.14,92.96,1,0,6,0,68.39,98.2,57.28,96.92,CIVIL,JavaScript:Beginner;CSS:Intermediate;React:Advanced;SQL:Intermediate;Python:Advanced,1
8.56,72.3,0,1,0,2,40.74,37.82,63.38,73.84,CIVIL,C++:Advanced;Machine Learning:Intermediate;JavaScript:Beginner;Java:Intermediate,1
9.92,56.55,0,2,6,7,49.08,58.74,35.67,47.7,CIVIL,Machine Learning:Beginner;CSS:Beginner,1
5.66,93.92,3,0,0,1,44.62,60.91,73.96,74.04,ECE,CSS:Beginner;Java:Advanced;React:Beginner;HTML:Advanced,0
5.56,84.07,1,0,6,2,96.34,69.66,98.92,71.02,MECH,Data Science:Advanced;Machine Learning:Beginner,1
5.34,87.17,2,2,5,4,72.32,52.05,78.4,82.46,ECE,Python:Advanced;React:Beginner;Data Science:Advanced,1
9.92,59.43,0,0,6,1,51.16,43.31,64.16,65.31,ECE,JavaScript:Beginner;Java:Intermediate;CSS:Intermediate;HTML:Beginner;React:Beginner,1
8.45,85.0,1,0,6,8,65.02,87.63,90.32,87.09,CSE,Data Science:Intermediate;CSS:Beginner;C++:Advanced;SQL:Beginner,1
9.64,84.13,1,0,3,6,97.47,73.85,81.86,74.06,CSE,HTML:Intermediate;SQL:Intermediate,1
7.66,72.55,1,0,5,5,54.48,85.6,79.17,95.11,EEE,Java:Beginner;Python:Beginner;HTML:Intermediate;CSS:Intermediate,1
8.69,57.44,0,0,5,8,47.73,70.77,63.82,64.67,IT,SQL:Intermediate;JavaScript:Beginner,1
6.75,55.85,2,0,0,2,63.55,70.47,74.07,45.04,MECH,Python:Beginner;React:Advanced;SQL:Intermediate,0
9.22,82.47,1,0,2,4,87.15,47.87,72.97,67.67,CIVIL,Data Science:Intermediate;JavaScript:Advanced;SQL:Intermediate,1
7.51,97.87,2,1,2,0,67.28,70.61,69.72,73.14,CSE,HTML:Beginner;Machine Learning:Intermediate;SQL:Beginner,1
7.7,97.96,0,0,1,3,48.11,41.43,99.42,53.98,IT,Python:Advanced;C++:Intermediate;CSS:Intermediate;Data Science:Intermediate,1
5.18,96.43,1,1,5,2,39.27,43.04,65.1,90.8,IT,HTML:Intermediate;Python:Beginner,0
7.86,66.17,2,2,3,2,48.71,78.22,68.5,75.46,ECE,Data Science:Advanced;CSS:Beginner,1
5.71,72.48,1,1,3,2,66.63,67.62,94.75,95.84,IT,CSS:Beginner;React:Advanced;C++:Intermediate,1
7.3,92.74,0,1,0,7,47.51,30.17,61.19,90.61,IT,SQL:Advanced;Java:Intermediate,1
8.18,97.98,0,0,5,1,68.4,83.65,46.91,45.67,IT,SQL:Intermediate;React:Intermediate;Machine Learning:Intermediate;Data Science:Intermediate,1
5.79,88.38,1,0,6,2,52.58,43.37,80.83,43.77,CIVIL,SQL:Intermediate;Data Science:Beginner;Python:Intermediate,0
